word,vector
3363,"[-0.07259915769100189,-0.2532680034637451,-0.29335224628448486,-0.21761876344680786,0.08590450137853622]"
2879,"[0.06457670032978058,-0.01754349283874035,-0.13487090170383453,-0.028308551758527756,0.04872874543070793]"
4434,"[-0.03272583335638046,0.005652829073369503,-0.12759844958782196,-0.017879337072372437,-0.011118516325950623]"
1643,"[0.1179274320602417,0.05472157150506973,-0.017560970038175583,0.029604220762848854,0.009602310135960579]"
91529,"[-0.25315597653388977,-0.16530314087867737,-0.42699959874153137,0.18839457631111145,0.26573264598846436]"
4611,"[-0.0596015602350235,0.08421579748392105,0.0205746628344059,-0.0707731693983078,0.05666714906692505]"
2298,"[0.0997798964381218,0.00874869991093874,-0.05995383858680725,-0.05799764394760132,-0.03393624350428581]"
69860,"[-0.002838145475834608,-0.0057942308485507965,-0.1260915994644165,0.059016697108745575,0.046699099242687225]"
3308,"[-0.12143722176551819,-0.1102275401353836,-0.05110820010304451,-0.03736165538430214,0.029540900141000748]"
136016,"[-0.025412442162632942,0.0243969913572073,-0.06379986554384232,-0.014286130666732788,0.022765211760997772]"
55391,"[-0.00041966885328292847,0.0013779904693365097,0.028657883405685425,0.028791256248950958,0.021472400054335594]"
227,"[-0.18804891407489777,0.2235611528158188,0.1460888683795929,-0.1932755410671234,-0.07664435356855392]"
81845,"[-0.25003737211227417,-0.10386567562818527,-0.30738720297813416,0.0037395257968455553,0.17642953991889954]"
48744,"[0.04873766005039215,-0.09576577693223953,-0.09250961989164352,-0.07669880986213684,-0.012843698263168335]"
7023,"[-0.04348808899521828,-0.07308564335107803,-0.061011265963315964,0.049383725970983505,-0.07066798955202103]"
1257,"[-0.030278632417321205,0.5301904678344727,-0.1948026716709137,0.4369741678237915,-0.6132848262786865]"
250,"[-0.07905326038599014,0.0003966512158513069,0.07498815655708313,-0.07434355467557907,-0.022589754313230515]"
140359,"[-0.3076303005218506,-0.1145004853606224,-0.3282838463783264,-0.010871613398194313,0.13068121671676636]"
3476,"[-0.013233565725386143,-0.1563808172941208,-0.3230578899383545,-0.05113951861858368,0.22923941910266876]"
90890,"[0.015549035742878914,0.03838390111923218,5.496293306350708e-05,0.08581468462944031,-0.11743687093257904]"
3685,"[-0.024002136662602425,0.0008678529411554337,-0.1042785495519638,-0.02108953520655632,0.10061921924352646]"
2072,"[0.07444366812705994,0.007748777512460947,0.09013281762599945,0.031174859032034874,0.03213949501514435]"
95771,"[-0.07971146702766418,-0.0901087149977684,-0.08693107217550278,-0.004622288513928652,0.018495356664061546]"
111781,"[-0.3903588056564331,-0.16239649057388306,-0.3388165831565857,0.09018400311470032,0.07799811661243439]"
1468,"[-0.12345151603221893,0.008889349177479744,-0.11969052255153656,0.04484046995639801,-0.07564522325992584]"
108795,"[-0.08220525830984116,-0.04589797183871269,-0.028183845803141594,-0.09239909797906876,0.09116140007972717]"
5080,"[-0.00834590382874012,-0.03291255980730057,0.009253093972802162,0.04105483740568161,-0.01609039679169655]"
8581,"[-0.04961809143424034,0.050220247358083725,-0.1107412651181221,0.07449203729629517,-0.0639120414853096]"
99117,"[-0.17203153669834137,-0.09165419638156891,-0.240259051322937,0.028296049684286118,0.07204778492450714]"
7743,"[-0.10220569372177124,0.01874619908630848,0.00381094915792346,0.04367474466562271,-0.08074820041656494]"
39869,"[-0.1496371328830719,-0.0020602387376129627,-0.15930838882923126,0.01494578830897808,-0.020664330571889877]"
7706,"[-0.22296231985092163,-0.12301384657621384,-0.2853200137615204,-0.011980836279690266,0.02740725502371788]"
4079,"[-0.10268640518188477,0.006854355335235596,-0.2754198908805847,0.05469870939850807,0.05240244045853615]"
5379,"[-0.06828322261571884,-0.08946453779935837,-0.25792446732521057,-0.06591111421585083,0.20687700808048248]"
2469,"[-0.06886308640241623,0.06384693086147308,-0.07471395283937454,0.005551991984248161,0.010875322856009007]"
4874,"[-0.06561625003814697,-0.1610940545797348,-0.15566037595272064,0.056869328022003174,0.011324599385261536]"
2531,"[-0.05385294556617737,0.019310275092720985,-0.1022496446967125,0.03251495584845543,-0.05239491164684296]"
8670,"[-0.0143201295286417,-0.06221334636211395,-0.14288845658302307,-0.0701235681772232,-0.025570359081029892]"
144976,"[-0.007155579049140215,-0.038324836641550064,-0.02121027000248432,0.0384565107524395,0.0545373298227787]"
6027,"[-0.1342824399471283,-0.0555686429142952,-0.045447662472724915,-0.031103305518627167,0.15299981832504272]"
6305,"[-0.22425131499767303,-0.006905860733240843,-0.45536521077156067,-0.017246359959244728,0.06109665706753731]"
5498,"[0.04325377196073532,0.05331488326191902,-0.11377459764480591,-0.02366611361503601,0.09240088611841202]"
588,"[1.322197675704956,0.4635065793991089,-0.03284734860062599,-0.8941007852554321,-0.8404730558395386]"
4958,"[-0.15017171204090118,0.04126649722456932,-0.10293842852115631,0.030863966792821884,0.17152975499629974]"
22,"[-0.049992457032203674,0.13009679317474365,0.02153683826327324,-0.0770496279001236,0.010962222702801228]"
2943,"[-0.04737677052617073,-0.03238272666931152,-0.08755356073379517,0.08668970316648483,0.047875188291072845]"
102084,"[-0.1256650984287262,0.018977485597133636,-0.040836505591869354,-0.0017121960408985615,-0.05980775132775307]"
6820,"[-0.04067808762192726,-0.017448557540774345,-0.11552458256483078,-0.00922461785376072,0.03620127961039543]"
5742,"[-0.02850867435336113,-0.01698659174144268,-0.05626906827092171,0.019431207329034805,0.015129869803786278]"
2717,"[0.21248553693294525,0.0886506736278534,-0.141555055975914,0.24959023296833038,0.023775562644004822]"
3785,"[0.03509563207626343,-0.23756855726242065,-0.1679818332195282,-0.0326789952814579,0.09116620570421219]"
44931,"[-0.018716685473918915,-0.0062800683081150055,0.07339748740196228,-0.024476267397403717,-0.011707624420523643]"
2092,"[0.00038419035263359547,-0.07090561836957932,-0.08716319501399994,0.030206812545657158,-0.019397355616092682]"
133419,"[-0.050399817526340485,-0.015837574377655983,-0.23146748542785645,0.01920032873749733,-0.06381683051586151]"
66297,"[-0.09358365833759308,-0.06511983275413513,-0.1475551873445511,-0.026822010055184364,0.13945412635803223]"
149146,"[-0.09463438391685486,-0.0020945314317941666,-0.3383690416812897,-0.023129645735025406,-0.05663492530584335]"
2458,"[0.04945472255349159,-0.015470495447516441,-0.15109632909297943,0.03011406771838665,0.052371442317962646]"
5900,"[0.0537324883043766,0.06387163698673248,0.07997962087392807,0.019640635699033737,0.01741163060069084]"
1246,"[0.05739889666438103,0.6376120448112488,-0.14379924535751343,0.94241863489151,-1.0780549049377441]"
112623,"[-0.36401644349098206,-0.02535267360508442,-0.09373438358306885,0.13454721868038177,-0.05495365336537361]"
6536,"[-0.06326507031917572,0.06838390976190567,-0.00356872845441103,0.06855371594429016,0.06764162331819534]"
110350,"[0.030735738575458527,-0.08681981265544891,-0.04717184603214264,-0.05668278783559799,0.05881022661924362]"
4393,"[-0.09681913256645203,-0.05032794550061226,-0.02487034723162651,-0.06637346744537354,-0.03888103365898132]"
329,"[-0.09118951112031937,0.9304686188697815,0.4438374638557434,-0.863847553730011,-0.40085864067077637]"
4867,"[0.06304237246513367,-0.08589331805706024,-0.041476260870695114,-0.06135331839323044,0.059662818908691406]"
55,"[0.023478379473090172,0.0036967352498322725,0.02551877684891224,-0.046881791204214096,-0.006714845076203346]"
5127,"[-0.026432298123836517,0.02174057811498642,0.009451274760067463,-0.02862047776579857,-0.012475910596549511]"
3036,"[0.04677842557430267,-0.1269705891609192,-0.15767733752727509,-0.11651856452226639,0.0500970259308815]"
95309,"[-0.1659509688615799,-0.026024319231510162,-0.24094197154045105,-0.061253923922777176,0.034025780856609344]"
2105,"[0.10840115696191788,-0.03973068296909332,-0.20610933005809784,-0.07992487400770187,-0.011530399322509766]"
2078,"[-0.03317748382687569,-0.08770324289798737,-0.12894704937934875,-0.032803624868392944,-0.018593836575746536]"
4947,"[-0.14869841933250427,-0.0478275865316391,-0.1222481057047844,-0.04556448385119438,-0.026672858744859695]"
62644,"[0.00393455196171999,-0.002973348367959261,-0.2096695452928543,-0.05025157704949379,0.0948563739657402]"
176329,"[-0.16129782795906067,0.07128993421792984,-0.2696423828601837,0.07754495739936829,0.08510372042655945]"
44889,"[-0.02096734754741192,0.07808315753936768,-0.06803986430168152,-0.09395259618759155,-0.003202539635822177]"
212,"[0.02197588048875332,0.08516225218772888,0.08566183596849442,0.05181870982050896,-0.004412584472447634]"
1722,"[-0.04779750481247902,0.03971325606107712,0.006509535945951939,0.1859566569328308,-0.19610659778118134]"
512,"[-0.018238745629787445,0.03716494143009186,0.11327510327100754,-0.0631144568324089,-0.09288887679576874]"
4090,"[-0.003586970502510667,0.016450583934783936,-0.06290078908205032,-0.08329859375953674,-0.048531342297792435]"
5380,"[-0.07047223299741745,-0.05696886032819748,-0.4353586435317993,-0.018985725939273834,0.07588900625705719]"
68486,"[-0.07804569602012634,-0.09154228121042252,0.014894356951117516,0.07454759627580643,-0.01826063171029091]"
1762,"[-0.01295463927090168,0.043827757239341736,-0.019348235800862312,0.027683133259415627,0.03207607567310333]"
53883,"[-0.11913227289915085,0.01767599582672119,-0.05237355828285217,-0.07252305001020432,-0.04692431539297104]"
1603,"[-0.02917724847793579,-0.058925431221723557,0.07744985073804855,-0.025883376598358154,0.07562724500894547]"
602,"[0.010936113074421883,-0.0346674770116806,0.0601949468255043,0.04880968853831291,-0.08967410773038864]"
7032,"[0.01993037760257721,-0.054261282086372375,0.035893138498067856,-0.00954606756567955,0.0530284121632576]"
4381,"[0.03840257599949837,0.08308547735214233,-0.09848345816135406,-0.0638863816857338,0.07720153033733368]"
1465,"[0.0009953789412975311,-0.029450297355651855,0.05273893103003502,0.09604085981845856,0.015911582857370377]"
7587,"[-0.06351619958877563,0.009792584925889969,-0.149528369307518,-0.012992958538234234,0.14402462542057037]"
72998,"[-0.3457033634185791,-0.32393407821655273,-0.31603649258613586,-0.16260592639446259,0.27685049176216125]"
27156,"[0.023708637803792953,-0.0564374178647995,-0.11312305927276611,-0.08781608194112778,-0.05167301744222641]"
6378,"[-0.13009127974510193,-0.06005318462848663,-0.06614398956298828,0.20150664448738098,0.5990784764289856]"
393,"[-0.008235839195549488,-0.015933932736516,-0.06470602005720139,0.014829950407147408,-0.06504334509372711]"
1089,"[1.0578281879425049,0.24183279275894165,0.05369891598820686,0.870238721370697,-0.7242913842201233]"
3836,"[-0.1895885318517685,-0.2211638242006302,-0.4318714141845703,-0.10785805433988571,0.1546672284603119]"
163,"[-0.3723844289779663,0.405842661857605,0.5543330907821655,-0.30097684264183044,-0.31070631742477417]"
44633,"[-0.0996532291173935,-0.07682185620069504,-0.11143005639314651,-0.03958066552877426,0.006187573075294495]"
95780,"[-0.12018498033285141,-0.02623841166496277,-0.1104801818728447,-0.004154447466135025,0.01878288947045803]"
121781,"[-0.06674604117870331,0.06739310920238495,-0.1480724811553955,0.027069279924035072,0.04098661243915558]"
149566,"[-0.18917633593082428,-0.08694586902856827,-0.10652559995651245,-0.014936113730072975,0.056574977934360504]"
1346,"[0.020499475300312042,-0.013476657681167126,-0.19666743278503418,0.05816138535737991,-0.11047353595495224]"
4142,"[-0.021521689370274544,0.06859078258275986,-0.17661596834659576,0.002282512839883566,0.08047225326299667]"
2022,"[-0.028781147673726082,0.007586172316223383,-0.10943663120269775,0.008266820572316647,0.016793716698884964]"
26,"[-0.045728668570518494,0.061098892241716385,0.2696758806705475,-0.003266011131927371,-0.10178634524345398]"
71579,"[-0.06644471734762192,-0.12352177500724792,-0.06905659288167953,-0.0013584364205598831,0.03146034851670265]"
48082,"[0.1404843032360077,0.12077224999666214,-0.12004309892654419,-0.001814210438169539,0.00436950521543622]"
224,"[-0.28690415620803833,0.21970953047275543,0.3477269411087036,-0.33242154121398926,-0.21072325110435486]"
5325,"[-0.05400412157177925,-0.024769939482212067,-0.16534148156642914,-0.007280911318957806,-0.017398491501808167]"
61236,"[-0.011204905807971954,-0.03564687445759773,-0.10891078412532806,0.0031787236221134663,-0.0012548561207950115]"
1057,"[-0.002167141530662775,0.03611207753419876,-0.14805063605308533,0.0475052073597908,-0.054390519857406616]"
6545,"[0.05506810545921326,0.0024530934169888496,-0.1327909678220749,0.03276653215289116,0.03339385613799095]"
158972,"[-0.14127984642982483,-0.10939262807369232,-0.10532382875680923,-0.08629417419433594,-0.04262882471084595]"
84601,"[-0.07967512309551239,-0.03251584619283676,-0.23489807546138763,-0.0035014422610402107,0.046763449907302856]"
44777,"[-0.00806390680372715,-0.031162723898887634,-0.07712078839540482,0.09120597690343857,0.06529448181390762]"
67267,"[-0.08926019072532654,-0.008378853090107441,-0.12964093685150146,-0.014983007684350014,0.07791586965322495]"
4109,"[0.08359938114881516,-0.054952532052993774,-0.025358527898788452,-0.06896879523992538,0.07916946709156036]"
6713,"[-0.15220299363136292,0.0007602861151099205,-0.170347660779953,0.08757028728723526,0.1722896546125412]"
42632,"[-0.106403648853302,-0.010312216356396675,-0.0824924185872078,0.03148319944739342,0.052206821739673615]"
72733,"[-0.19548457860946655,-0.0910482257604599,-0.06118975207209587,-0.109919473528862,0.14506787061691284]"
2455,"[-0.09401264786720276,-0.05521240830421448,-0.42040109634399414,0.03321204334497452,-0.0005759547930210829]"
56801,"[0.0178521815687418,-0.06213858723640442,0.016328085213899612,0.11647821962833405,-0.077654168009758]"
4537,"[-0.08423321694135666,0.07160869985818863,-0.10513553023338318,-0.06487113982439041,-0.055932749062776566]"
97870,"[-0.027119135484099388,-0.08336324244737625,-0.06784689426422119,0.06373003125190735,0.021095547825098038]"
1017,"[0.12926143407821655,-0.051129408180713654,0.027541376650333405,0.12614083290100098,-0.0561765655875206]"
2899,"[0.0295596681535244,0.002964894287288189,-0.0745132714509964,-0.05655590817332268,-0.02067752555012703]"
8875,"[-0.0997990295290947,-0.00841819029301405,-0.09718281030654907,-0.028090141713619232,-0.01085372269153595]"
1192,"[0.17302583158016205,0.026352759450674057,0.06824066489934921,0.14379829168319702,-0.12390683591365814]"
5970,"[-0.03537929803133011,0.0294480100274086,-0.10458692908287048,0.042515769600868225,0.07835537940263748]"
303,"[-0.13079050183296204,0.303229421377182,0.33138686418533325,-0.22672943770885468,-0.22450704872608185]"
4149,"[-0.1004364863038063,0.06902127712965012,0.02591370791196823,0.04752277210354805,-0.019243864342570305]"
43684,"[-0.0038292198441922665,-0.03289425000548363,0.014963481575250626,0.08128762245178223,0.10406456887722015]"
56775,"[-0.06172952428460121,0.029738061130046844,-0.43839627504348755,0.11983703821897507,0.12719042599201202]"
5146,"[-0.1324140429496765,-0.1587580144405365,-0.13425283133983612,-0.07491154968738556,0.010965577326714993]"
33493,"[-0.1902979612350464,-0.16304120421409607,-0.1272277981042862,0.1503768265247345,0.30405282974243164]"
158398,"[-0.08077944815158844,0.07176315784454346,-0.17499218881130219,0.004717310890555382,0.10124203562736511]"
4888,"[0.05451318994164467,0.009623207151889801,-0.13697154819965363,0.0012246696278452873,-0.021966561675071716]"
71108,"[0.002079539466649294,0.027075883001089096,0.08835312724113464,-0.06595632433891296,-0.08425448089838028]"
69406,"[-0.10495521128177643,-0.10254711657762527,0.019114192575216293,-0.10404709726572037,0.0666663721203804]"
95843,"[-0.13100413978099823,-0.01630225032567978,-0.1652134209871292,-0.020489003509283066,0.020845957100391388]"
7055,"[-0.07527875155210495,-0.13289982080459595,-0.12092921882867813,-0.03169745206832886,0.021490082144737244]"
55253,"[0.08494995534420013,0.10201729089021683,-0.03578321263194084,-0.01045265793800354,-0.02994573302567005]"
118888,"[-0.2254258096218109,0.02531181089580059,-0.16600115597248077,-0.015005755238234997,0.10268763452768326]"
